OrderID,CustomerID,City,Restaurant,Meal,Quantity,OrderValue,PaymentMethod,DeliveryTime(mins),OrderStatus,OrderDate
6234,4670,Abeokuta,Chicken Republic,Jollof Rice & Chicken,1,14403.11,Cash,63,Cancelled,2024-01-05 07:53:00
6235,3251,Lagos,Chopnownow,Efo Riro & Poundo,2,13523.49,Cash,87,Delivered,2024-01-05 07:54:00
6236,1804,Ibadan,The Place,Fried Rice & Turkey,3,5295.58,Card,71,Delivered,2024-01-05 07:55:00
6237,5631,Asaba,Kilimanjaro,Shawarma,1,12063.11,Transfer,74,Delivered,2024-01-05 07:56:00
6238,2235,Benin City,Dominos Pizza,Fried Rice & Turkey,1,13092.14,Wallet,72,Delivered,2024-01-05 07:57:00
6239,7720,Lagos,Sweet Sensation,Burger & Fries,1,2181.83,Transfer,57,Delivered,2024-01-05 07:58:00
6240,7906,Abeokuta,Chopnownow,Yam & Egg Sauce,3,4621.22,Card,41,Cancelled,2024-01-05 07:59:00
6241,7016,Lagos,Coldstone,Shawarma,2,6154.54,Transfer,22,Delivered,2024-01-05 08:00:00
6242,4549,Lagos,Kilimanjaro,Jollof Rice & Chicken,3,14159.36,Transfer,20,Delivered,2024-01-05 08:01:00
6243,8938,Lagos,Coldstone,Shawarma,4,7269.53,Card,11,Delivered,2024-01-05 08:02:00
6244,5141,Uyo,Kilimanjaro,Fried Rice & Turkey,2,9618.1,Transfer,33,Delivered,2024-01-05 08:03:00
6245,7966,Uyo,The Place,Small Chops,4,3996.82,Wallet,12,Delivered,2024-01-05 08:04:00
6246,6335,Asaba,Chopnownow,Small Chops,2,9436.88,Wallet,67,Delivered,2024-01-05 08:05:00
6247,6077,Abeokuta,The Place,Yam & Egg Sauce,1,12095.29,Card,74,Delivered,2024-01-05 08:06:00
6248,6611,Abeokuta,Dominos Pizza,Ice Cream,1,8911.36,Wallet,13,Delivered,2024-01-05 08:07:00
6249,9089,Abeokuta,Coldstone,Pizza (Large),2,13389.53,Cash,21,Pending,2024-01-05 08:08:00
6250,3892,Lagos,Kilimanjoro,Jollof Rice & Chicken,4,14016.01,Transfer,82,Delivered,2024-01-05 08:09:00
6251,6577,Abuja,The Place,Shawarma,1,6827.85,Cash,16,Pending,2024-01-05 08:10:00
6252,4618,Port Harcourt,Coldstone,Burger & Fries,2,3829.97,Transfer,42,Delivered,2024-01-05 08:11:00
6253,2559,Asaba,Kilimanjoro,Yam & Egg Sauce,4,5972.45,Card,75,Delivered,2024-01-05 08:12:00
6254,7683,Asaba,Sweet Sensation,Pizza (Large),1,7837.55,Cash,12,Delivered,2024-01-05 08:13:00
6255,2507,Lagos,Sweet Sensation,Small Chops,3,10715.92,Transfer,72,Delivered,2024-01-05 08:14:00
6256,3063,Benin City,Chopnownow,Pizza (Large),2,12763.77,Cash,25,Delivered,2024-01-05 08:15:00
6257,4642,Ibadan,Kilimanjoro,Small Chops,2,3417.27,Wallet,46,Delivered,2024-01-05 08:16:00
6258,3000,Lagos,Chopnownow,Ice Cream,4,7664.37,Wallet,59,Delivered,2024-01-05 08:17:00
6259,2294,Abeokuta,Kilimanjaro,Small Chops,3,14887.31,Cash,62,Delivered,2024-01-05 08:18:00
6260,5065,Uyo,Kilimanjoro,Shawarma,3,7136.56,Transfer,36,Delivered,2024-01-05 08:19:00
6261,9014,Lagos,Dominos Pizza,Jollof Rice & Chicken,1,3542.74,Cash,87,Pending,2024-01-05 08:20:00
6262,2603,Lagos,Kilimanjaro,Shawarma,4,11588.96,Wallet,52,Delivered,2024-01-05 08:21:00
6263,2322,Abeokuta,Coldstone,Jollof Rice & Chicken,4,4706.69,Wallet,11,Delivered,2024-01-05 08:22:00
6264,6956,Port Harcourt,Chopnownow,Small Chops,2,6746.98,Card,75,Delivered,2024-01-05 08:23:00
6265,3441,Benin City,Chopnownow,Ice Cream,2,12438.67,Wallet,38,Delivered,2024-01-05 08:24:00
6266,2098,Abeokuta,Sweet Sensation,Pizza (Large),2,2211.84,Wallet,18,Cancelled,2024-01-05 08:25:00
6267,6073,Port Harcourt,Kilimanjaro,Jollof Rice & Chicken,4,10465.16,Card,89,Delivered,2024-01-05 08:26:00
6268,9488,Port Harcourt,Kilimanjoro,Spaghetti Bolognese,3,12652.46,Cash,55,Pending,2024-01-05 08:27:00
6269,4787,Benin City,Chopnownow,Pizza (Large),1,12411.64,Card,42,Failed,2024-01-05 08:28:00
6270,3096,Uyo,Chicken Republic,Spaghetti Bolognese,2,11710.15,Transfer,76,Delivered,2024-01-05 08:29:00
6271,3208,Lagos,Mr Biggs,Jollof Rice & Chicken,1,13134.69,Cash,56,Delivered,2024-01-05 08:30:00
6272,6988,Lagos,Kilimanjoro,Jollof Rice & Chicken,4,10577.87,Wallet,12,Delivered,2024-01-05 08:31:00
6273,1175,Enugu,Chicken Republic,Spaghetti Bolognese,1,10599.32,Cash,59,Delivered,2024-01-05 08:32:00
6274,8169,Asaba,Dominos Pizza,Spaghetti Bolognese,3,8615.4,Card,89,Delivered,2024-01-05 08:33:00
6275,7014,Asaba,Chicken Republic,Fried Rice & Turkey,2,13099.77,Cash,29,Delivered,2024-01-05 08:34:00
6276,2667,Abeokuta,Coldstone,Fried Rice & Turkey,1,11507.81,Card,39,Cancelled,2024-01-05 08:35:00
6277,9867,Uyo,Chopnownow,Yam & Egg Sauce,2,6115.74,Wallet,58,Delivered,2024-01-05 08:36:00
6278,2823,Abeokuta,Mr Biggs,Fried Rice & Turkey,4,6046.47,Card,34,Delivered,2024-01-05 08:37:00
6279,6147,Port Harcourt,Sweet Sensation,Ice Cream,4,10242.81,Card,34,Delivered,2024-01-05 08:38:00
6280,2356,Uyo,The Place,Spaghetti Bolognese,3,13367.72,Wallet,76,Delivered,2024-01-05 08:39:00
6281,4072,Uyo,Chicken Republic,Shawarma,1,7945.57,Card,21,Delivered,2024-01-05 08:40:00
6282,4259,Abeokuta,Chopnownow,Burger & Fries,1,12435.83,Card,61,Delivered,2024-01-05 08:41:00
6283,7199,Port Harcourt,Dominos Pizza,Pizza (Large),2,4342.08,Cash,42,Delivered,2024-01-05 08:42:00
6284,1546,Abuja,Chopnownow,Small Chops,2,6433.57,Wallet,77,Delivered,2024-01-05 08:43:00
6285,6231,Lagos,Kilimanjoro,Shawarma,3,2311.21,Transfer,20,Delivered,2024-01-05 08:44:00
6286,8965,Enugu,Chopnownow,Efo Riro & Poundo,3,9654.22,Cash,69,Delivered,2024-01-05 08:45:00
6287,3083,Uyo,Chopnownow,Pizza (Large),3,2415.9,Wallet,49,Delivered,2024-01-05 08:46:00
6288,3040,Benin City,Sweet Sensation,Ice Cream,2,8072.83,Card,64,Delivered,2024-01-05 08:47:00
6289,5534,Benin City,Mr Biggs,Shawarma,4,12623.2,Transfer,71,Delivered,2024-01-05 08:48:00
6290,2752,Ibadan,Sweet Sensation,Ice Cream,2,4372.29,Transfer,80,Delivered,2024-01-05 08:49:00
6291,2849,Enugu,Dominos Pizza,Jollof Rice & Chicken,1,9072.21,Cash,23,Delivered,2024-01-05 08:50:00
6292,3642,Ibadan,Coldstone,Small Chops,2,14969.82,Cash,28,Delivered,2024-01-05 08:51:00
6293,2600,Uyo,Mr Biggs,Spaghetti Bolognese,3,14879.58,Wallet,11,Delivered,2024-01-05 08:52:00
6294,5402,Asaba,Coldstone,Small Chops,2,13301.49,Wallet,15,Delivered,2024-01-05 08:53:00
6295,4799,Benin City,Kilimanjoro,Yam & Egg Sauce,3,4684.1,Cash,52,Pending,2024-01-05 08:54:00
6296,1618,Enugu,Dominos Pizza,Jollof Rice & Chicken,4,6353.73,Transfer,12,Delivered,2024-01-05 08:55:00
6297,2132,Benin City,Chopnownow,Jollof Rice & Chicken,2,12195.6,Cash,78,Delivered,2024-01-05 08:56:00
6298,6491,Enugu,Mr Biggs,Pizza (Large),4,10850.85,Wallet,85,Delivered,2024-01-05 08:57:00
6299,6795,Enugu,Kilimanjaro,Fried Rice & Turkey,2,7309.41,Transfer,38,Delivered,2024-01-05 08:58:00
6300,8633,Port Harcourt,Dominos Pizza,Small Chops,4,3926.69,Cash,57,Cancelled,2024-01-05 08:59:00
6301,2487,Lagos,Coldstone,Burger & Fries,1,9437.05,Card,39,Delivered,2024-01-05 09:00:00
6302,8848,Lagos,Mr Biggs,Efo Riro & Poundo,1,10786.85,Cash,26,Delivered,2024-01-05 09:01:00
6303,6009,Abeokuta,The Place,Ice Cream,1,8934.06,Cash,86,Cancelled,2024-01-05 09:02:00
6304,3113,Enugu,Coldstone,Yam & Egg Sauce,2,4418.04,Transfer,35,Delivered,2024-01-05 09:03:00
6305,2044,Uyo,Coldstone,Yam & Egg Sauce,2,14436.76,Wallet,57,Delivered,2024-01-05 09:04:00
6306,3431,Abuja,Sweet Sensation,Efo Riro & Poundo,4,2386.26,Transfer,66,Delivered,2024-01-05 09:05:00
6307,8979,Abeokuta,Kilimanjaro,Jollof Rice & Chicken,3,11411.31,Card,45,Delivered,2024-01-05 09:06:00
6308,2582,Enugu,Mr Biggs,Shawarma,4,14164.07,Transfer,46,Delivered,2024-01-05 09:07:00
6309,2308,Port Harcourt,Coldstone,Shawarma,4,9448.54,Transfer,42,Pending,2024-01-05 09:08:00
6310,5917,Abeokuta,Mr Biggs,Ice Cream,3,6948.18,Wallet,25,Delivered,2024-01-05 09:09:00
6311,9793,Uyo,Mr Biggs,Burger & Fries,1,10425.64,Card,12,Delivered,2024-01-05 09:10:00
6312,2620,Abuja,Chopnownow,Small Chops,4,5657.01,Card,18,Delivered,2024-01-05 09:11:00
6313,8503,Enugu,Sweet Sensation,Efo Riro & Poundo,4,5892.17,Cash,62,Delivered,2024-01-05 09:12:00
6314,5766,Benin City,Dominos Pizza,Burger & Fries,2,4652.63,Card,41,Delivered,2024-01-05 09:13:00
6315,6362,Abeokuta,Kilimanjaro,Yam & Egg Sauce,2,5827.66,Wallet,70,Delivered,2024-01-05 09:14:00
6316,6192,Abuja,Mr Biggs,Ice Cream,1,6076.79,Transfer,57,Delivered,2024-01-05 09:15:00
6317,7622,Uyo,Sweet Sensation,Spaghetti Bolognese,2,12635.21,Transfer,37,Cancelled,2024-01-05 09:16:00
6318,7093,Ibadan,Chopnownow,Ice Cream,3,5783.25,Transfer,48,Pending,2024-01-05 09:17:00
6319,7704,Benin City,The Place,Spaghetti Bolognese,2,4007.76,Cash,85,Delivered,2024-01-05 09:18:00
6320,1100,Uyo,Kilimanjoro,Fried Rice & Turkey,1,10729.21,Card,25,Delivered,2024-01-05 09:19:00
6321,7657,Abeokuta,Kilimanjaro,Burger & Fries,4,6402.12,Cash,15,Delivered,2024-01-05 09:20:00
6322,6875,Benin City,Mr Biggs,Burger & Fries,1,11469.25,Wallet,87,Delivered,2024-01-05 09:21:00
6323,5271,Port Harcourt,Sweet Sensation,Small Chops,4,5704.53,Card,68,Delivered,2024-01-05 09:22:00
6324,1237,Abeokuta,Sweet Sensation,Pizza (Large),1,3695.18,Card,51,Delivered,2024-01-05 09:23:00
6325,8226,Abeokuta,Chopnownow,Jollof Rice & Chicken,1,14287.0,Card,78,Delivered,2024-01-05 09:24:00
6326,9032,Abeokuta,Chicken Republic,Small Chops,2,9303.85,Cash,88,Delivered,2024-01-05 09:25:00
6327,6218,Lagos,Chicken Republic,Burger & Fries,4,5802.33,Wallet,44,Cancelled,2024-01-05 09:26:00
6328,5025,Abuja,Chopnownow,Shawarma,3,10138.39,Wallet,37,Delivered,2024-01-05 09:27:00
6329,7073,Enugu,Sweet Sensation,Jollof Rice & Chicken,1,3247.94,Wallet,71,Delivered,2024-01-05 09:28:00
6330,3542,Enugu,Sweet Sensation,Spaghetti Bolognese,1,3924.23,Cash,72,Delivered,2024-01-05 09:29:00
6331,2537,Enugu,Chopnownow,Fried Rice & Turkey,1,8148.07,Transfer,52,Delivered,2024-01-05 09:30:00
6332,1754,Benin City,Kilimanjoro,Ice Cream,1,3437.12,Cash,87,Delivered,2024-01-05 09:31:00
6333,8396,Benin City,Kilimanjoro,Fried Rice & Turkey,2,5288.51,Cash,39,Delivered,2024-01-05 09:32:00
6334,8823,Ibadan,Chopnownow,Spaghetti Bolognese,4,8861.49,Card,55,Delivered,2024-01-05 09:33:00
6335,6507,Asaba,The Place,Shawarma,1,5618.24,Wallet,12,Delivered,2024-01-05 09:34:00
6336,5235,Asaba,The Place,Shawarma,1,12284.66,Card,34,Delivered,2024-01-05 09:35:00
6337,1540,Abuja,Kilimanjoro,Pizza (Large),2,8697.65,Transfer,73,Delivered,2024-01-05 09:36:00
6338,6510,Enugu,The Place,Ice Cream,4,11813.44,Wallet,27,Delivered,2024-01-05 09:37:00
6339,9461,Lagos,Chicken Republic,Small Chops,4,10330.0,Cash,13,Delivered,2024-01-05 09:38:00
6340,8926,Ibadan,Kilimanjaro,Small Chops,2,10312.95,Wallet,33,Delivered,2024-01-05 09:39:00
6341,6131,Port Harcourt,Sweet Sensation,Pizza (Large),3,13250.85,Cash,68,Delivered,2024-01-05 09:40:00
6342,9697,Abuja,Chopnownow,Pizza (Large),2,8175.87,Card,55,Delivered,2024-01-05 09:41:00
6343,2129,Lagos,Chopnownow,Ice Cream,2,6486.76,Wallet,78,Delivered,2024-01-05 09:42:00
6344,4145,Enugu,Chopnownow,Jollof Rice & Chicken,1,14004.75,Card,20,Delivered,2024-01-05 09:43:00
6345,9553,Benin City,Sweet Sensation,Burger & Fries,1,3946.32,Cash,10,Delivered,2024-01-05 09:44:00
6346,4720,Ibadan,The Place,Yam & Egg Sauce,2,4532.98,Wallet,43,Delivered,2024-01-05 09:45:00
6347,5067,Lagos,Dominos Pizza,Spaghetti Bolognese,2,14915.34,Wallet,31,Delivered,2024-01-05 09:46:00
6348,5195,Abeokuta,Mr Biggs,Efo Riro & Poundo,3,3684.65,Card,38,Delivered,2024-01-05 09:47:00
6349,8281,Abeokuta,Dominos Pizza,Small Chops,2,3921.05,Card,54,Pending,2024-01-05 09:48:00
6350,3509,Uyo,Sweet Sensation,Fried Rice & Turkey,1,8842.89,Card,80,Pending,2024-01-05 09:49:00
6351,6016,Uyo,Coldstone,Spaghetti Bolognese,2,2998.77,Wallet,33,Delivered,2024-01-05 09:50:00
6352,7533,Abuja,Kilimanjoro,Ice Cream,4,12763.92,Wallet,33,Delivered,2024-01-05 09:51:00
6353,5727,Abeokuta,The Place,Fried Rice & Turkey,3,3099.05,Cash,10,Delivered,2024-01-05 09:52:00
6354,1681,Port Harcourt,Kilimanjoro,Burger & Fries,1,8071.52,Card,52,Delivered,2024-01-05 09:53:00
6355,4932,Abuja,Coldstone,Fried Rice & Turkey,3,8647.59,Cash,55,Pending,2024-01-05 09:54:00
6356,6560,Ibadan,Chopnownow,Jollof Rice & Chicken,3,8009.35,Card,56,Delivered,2024-01-05 09:55:00
6357,5016,Uyo,Chopnownow,Shawarma,4,13124.22,Cash,73,Delivered,2024-01-05 09:56:00
6358,8339,Benin City,Kilimanjaro,Yam & Egg Sauce,1,12305.57,Cash,89,Delivered,2024-01-05 09:57:00
6359,1719,Uyo,Sweet Sensation,Jollof Rice & Chicken,4,9931.93,Wallet,88,Delivered,2024-01-05 09:58:00
6360,1074,Ibadan,Mr Biggs,Fried Rice & Turkey,3,4701.25,Card,54,Delivered,2024-01-05 09:59:00
6361,5157,Lagos,Kilimanjoro,Shawarma,4,9988.44,Card,29,Delivered,2024-01-05 10:00:00
6362,9511,Abeokuta,Dominos Pizza,Spaghetti Bolognese,1,2297.32,Transfer,19,Delivered,2024-01-05 10:01:00
6363,3149,Asaba,Chopnownow,Pizza (Large),1,12701.34,Card,21,Delivered,2024-01-05 10:02:00
6364,7713,Lagos,Mr Biggs,Fried Rice & Turkey,1,7551.68,Cash,51,Delivered,2024-01-05 10:03:00
6365,5207,Uyo,Kilimanjaro,Burger & Fries,4,3736.92,Card,24,Delivered,2024-01-05 10:04:00
6366,8141,Uyo,Dominos Pizza,Yam & Egg Sauce,4,2053.87,Card,33,Delivered,2024-01-05 10:05:00
6367,9652,Lagos,Coldstone,Efo Riro & Poundo,2,10160.5,Wallet,63,Delivered,2024-01-05 10:06:00
6368,4936,Abuja,Mr Biggs,Yam & Egg Sauce,3,12548.23,Wallet,31,Pending,2024-01-05 10:07:00
6369,2075,Abuja,Chicken Republic,Ice Cream,3,6811.93,Wallet,20,Delivered,2024-01-05 10:08:00
6370,4876,Ibadan,Mr Biggs,Fried Rice & Turkey,3,3515.04,Card,37,Delivered,2024-01-05 10:09:00
6371,5615,Abuja,Chopnownow,Ice Cream,1,4449.2,Card,64,Delivered,2024-01-05 10:10:00
6372,8265,Benin City,The Place,Shawarma,3,10060.81,Wallet,74,Delivered,2024-01-05 10:11:00
6373,7379,Asaba,Kilimanjaro,Efo Riro & Poundo,3,7985.53,Cash,65,Pending,2024-01-05 10:12:00
6374,5652,Abuja,Sweet Sensation,Yam & Egg Sauce,3,8939.08,Cash,48,Delivered,2024-01-05 10:13:00
6375,7792,Asaba,The Place,Shawarma,4,4164.1,Transfer,71,Delivered,2024-01-05 10:14:00
6376,8456,Ibadan,Mr Biggs,Ice Cream,4,2602.36,Cash,79,Delivered,2024-01-05 10:15:00
6377,5674,Uyo,Kilimanjaro,Yam & Egg Sauce,3,8938.9,Transfer,85,Delivered,2024-01-05 10:16:00
6378,1541,Abeokuta,Mr Biggs,Fried Rice & Turkey,2,11188.59,Cash,16,Delivered,2024-01-05 10:17:00
6379,3161,Ibadan,Mr Biggs,Pizza (Large),2,12292.04,Transfer,83,Delivered,2024-01-05 10:18:00
6380,3251,Abeokuta,The Place,Efo Riro & Poundo,4,10351.57,Cash,38,Delivered,2024-01-05 10:19:00
6381,5569,Port Harcourt,Coldstone,Efo Riro & Poundo,4,6438.32,Wallet,11,Cancelled,2024-01-05 10:20:00
6382,3744,Ibadan,Mr Biggs,Ice Cream,1,3845.4,Wallet,11,Cancelled,2024-01-05 10:21:00
6383,7041,Ibadan,Dominos Pizza,Jollof Rice & Chicken,4,6589.57,Card,63,Delivered,2024-01-05 10:22:00
6384,5675,Enugu,Kilimanjoro,Yam & Egg Sauce,2,14310.81,Transfer,24,Delivered,2024-01-05 10:23:00
6385,2560,Lagos,The Place,Spaghetti Bolognese,3,14770.48,Cash,45,Delivered,2024-01-05 10:24:00
6386,2164,Asaba,Coldstone,Yam & Egg Sauce,3,8478.4,Card,15,Delivered,2024-01-05 10:25:00
6387,6419,Enugu,Chicken Republic,Ice Cream,4,7223.59,Wallet,24,Delivered,2024-01-05 10:26:00
6388,3722,Asaba,The Place,Fried Rice & Turkey,2,5647.33,Card,75,Delivered,2024-01-05 10:27:00
6389,1470,Benin City,Coldstone,Yam & Egg Sauce,2,6922.32,Cash,26,Delivered,2024-01-05 10:28:00
6390,2468,Asaba,Chicken Republic,Small Chops,2,5658.41,Card,33,Delivered,2024-01-05 10:29:00
6391,8925,Benin City,Kilimanjaro,Burger & Fries,1,13295.99,Wallet,68,Pending,2024-01-05 10:30:00
6392,1808,Uyo,Chicken Republic,Small Chops,4,12823.87,Card,21,Delivered,2024-01-05 10:31:00
6393,9363,Ibadan,The Place,Jollof Rice & Chicken,2,10845.0,Transfer,84,Delivered,2024-01-05 10:32:00
6394,7719,Abeokuta,Chicken Republic,Jollof Rice & Chicken,4,7635.46,Transfer,85,Delivered,2024-01-05 10:33:00
6395,6073,Abeokuta,Dominos Pizza,Shawarma,4,7019.65,Transfer,22,Delivered,2024-01-05 10:34:00
6396,9012,Abeokuta,Sweet Sensation,Efo Riro & Poundo,3,12145.89,Wallet,32,Delivered,2024-01-05 10:35:00
6397,2645,Lagos,The Place,Yam & Egg Sauce,2,3798.94,Wallet,25,Pending,2024-01-05 10:36:00
6398,9249,Port Harcourt,Coldstone,Efo Riro & Poundo,1,11966.82,Wallet,45,Delivered,2024-01-05 10:37:00
6399,2129,Lagos,Kilimanjaro,Shawarma,1,2579.01,Transfer,89,Delivered,2024-01-05 10:38:00
6400,2353,Enugu,Dominos Pizza,Small Chops,1,2759.88,Transfer,29,Delivered,2024-01-05 10:39:00
6401,1767,Port Harcourt,Kilimanjaro,Small Chops,1,13474.5,Card,78,Pending,2024-01-05 10:40:00
6402,4895,Asaba,Sweet Sensation,Burger & Fries,3,9392.83,Cash,42,Delivered,2024-01-05 10:41:00
6403,9874,Benin City,Sweet Sensation,Efo Riro & Poundo,3,2631.84,Card,29,Delivered,2024-01-05 10:42:00
6404,4454,Uyo,Kilimanjoro,Ice Cream,3,8147.94,Cash,87,Delivered,2024-01-05 10:43:00
6405,8329,Abuja,Sweet Sensation,Shawarma,4,11567.09,Card,41,Delivered,2024-01-05 10:44:00
6406,2790,Ibadan,Kilimanjoro,Fried Rice & Turkey,3,3661.84,Card,38,Delivered,2024-01-05 10:45:00
6407,1885,Ibadan,Coldstone,Efo Riro & Poundo,1,7581.67,Transfer,10,Delivered,2024-01-05 10:46:00
6408,8734,Abuja,Chicken Republic,Yam & Egg Sauce,1,12844.09,Wallet,21,Delivered,2024-01-05 10:47:00
6409,4906,Enugu,Dominos Pizza,Efo Riro & Poundo,3,9160.31,Transfer,76,Failed,2024-01-05 10:48:00
6410,5492,Abuja,Chopnownow,Burger & Fries,3,5077.15,Card,51,Delivered,2024-01-05 10:49:00
6411,3073,Lagos,Sweet Sensation,Burger & Fries,2,7354.95,Transfer,47,Cancelled,2024-01-05 10:50:00
6412,1312,Benin City,Mr Biggs,Ice Cream,2,4659.48,Cash,29,Delivered,2024-01-05 10:51:00
6413,7269,Asaba,Chicken Republic,Jollof Rice & Chicken,1,9510.85,Wallet,81,Delivered,2024-01-05 10:52:00
6414,6317,Asaba,Coldstone,Efo Riro & Poundo,1,10610.42,Cash,88,Delivered,2024-01-05 10:53:00
6415,1810,Benin City,Kilimanjoro,Shawarma,1,12976.38,Wallet,65,Delivered,2024-01-05 10:54:00
6416,7841,Lagos,The Place,Burger & Fries,4,4539.15,Wallet,69,Pending,2024-01-05 10:55:00
6417,3032,Uyo,Sweet Sensation,Burger & Fries,4,9017.07,Wallet,18,Delivered,2024-01-05 10:56:00
6418,8129,Uyo,Kilimanjoro,Shawarma,4,14555.36,Wallet,66,Delivered,2024-01-05 10:57:00
6419,3705,Uyo,Chopnownow,Shawarma,2,14880.53,Transfer,60,Delivered,2024-01-05 10:58:00
6420,9788,Abeokuta,Coldstone,Fried Rice & Turkey,4,5381.37,Transfer,51,Delivered,2024-01-05 10:59:00
6421,3147,Abuja,Chicken Republic,Jollof Rice & Chicken,1,14929.49,Cash,40,Delivered,2024-01-05 11:00:00
6422,1615,Asaba,Dominos Pizza,Efo Riro & Poundo,3,9590.67,Wallet,57,Delivered,2024-01-05 11:01:00
6423,1947,Lagos,Kilimanjaro,Pizza (Large),2,2697.45,Card,12,Delivered,2024-01-05 11:02:00
6424,6677,Lagos,Mr Biggs,Ice Cream,1,10584.44,Wallet,61,Delivered,2024-01-05 11:03:00
6425,5651,Uyo,Coldstone,Spaghetti Bolognese,3,11010.19,Card,32,Delivered,2024-01-05 11:04:00
6426,8866,Lagos,Kilimanjoro,Spaghetti Bolognese,4,2661.1,Transfer,37,Failed,2024-01-05 11:05:00
6427,3013,Ibadan,Chopnownow,Pizza (Large),3,3537.11,Wallet,21,Delivered,2024-01-05 11:06:00
6428,4697,Abeokuta,Kilimanjaro,Shawarma,3,14646.75,Cash,38,Delivered,2024-01-05 11:07:00
6429,1490,Benin City,Dominos Pizza,Jollof Rice & Chicken,3,8166.85,Cash,67,Delivered,2024-01-05 11:08:00
6430,5350,Enugu,Mr Biggs,Spaghetti Bolognese,1,4697.0,Card,38,Delivered,2024-01-05 11:09:00
6431,3428,Asaba,Chicken Republic,Shawarma,1,4725.06,Cash,78,Delivered,2024-01-05 11:10:00
6432,5987,Port Harcourt,Chicken Republic,Pizza (Large),4,11395.76,Wallet,23,Cancelled,2024-01-05 11:11:00
6433,9733,Port Harcourt,Chicken Republic,Efo Riro & Poundo,2,10082.7,Wallet,69,Pending,2024-01-05 11:12:00
6434,5920,Abeokuta,Mr Biggs,Pizza (Large),2,10622.74,Wallet,11,Delivered,2024-01-05 11:13:00
6435,3926,Port Harcourt,Chopnownow,Fried Rice & Turkey,1,9869.49,Transfer,72,Delivered,2024-01-05 11:14:00
6436,8282,Lagos,Mr Biggs,Ice Cream,2,14416.93,Wallet,50,Cancelled,2024-01-05 11:15:00
6437,5376,Abeokuta,Sweet Sensation,Efo Riro & Poundo,4,3899.61,Wallet,51,Delivered,2024-01-05 11:16:00
6438,5868,Lagos,Chopnownow,Burger & Fries,4,14031.34,Cash,35,Delivered,2024-01-05 11:17:00
6439,7986,Abuja,Dominos Pizza,Burger & Fries,2,2855.01,Wallet,48,Delivered,2024-01-05 11:18:00
6440,7862,Enugu,Chicken Republic,Pizza (Large),2,13933.89,Cash,80,Delivered,2024-01-05 11:19:00
6441,5423,Abuja,Mr Biggs,Pizza (Large),2,8983.79,Card,19,Delivered,2024-01-05 11:20:00
6442,7870,Abuja,Sweet Sensation,Efo Riro & Poundo,1,2499.06,Transfer,27,Delivered,2024-01-05 11:21:00
6443,9159,Benin City,The Place,Small Chops,3,2447.84,Card,52,Delivered,2024-01-05 11:22:00
6444,3073,Ibadan,Chicken Republic,Pizza (Large),1,8441.32,Transfer,86,Delivered,2024-01-05 11:23:00
6445,7170,Ibadan,Kilimanjaro,Jollof Rice & Chicken,3,13751.84,Card,75,Delivered,2024-01-05 11:24:00
6446,1701,Port Harcourt,Mr Biggs,Efo Riro & Poundo,1,3494.91,Wallet,27,Pending,2024-01-05 11:25:00
6447,9113,Ibadan,Kilimanjoro,Small Chops,2,3239.16,Cash,25,Delivered,2024-01-05 11:26:00
6448,7825,Uyo,Kilimanjaro,Burger & Fries,1,13512.95,Card,55,Delivered,2024-01-05 11:27:00
6449,8867,Port Harcourt,Mr Biggs,Spaghetti Bolognese,4,5190.74,Transfer,72,Delivered,2024-01-05 11:28:00
6450,5264,Abeokuta,Kilimanjaro,Yam & Egg Sauce,3,7402.09,Cash,42,Delivered,2024-01-05 11:29:00
6451,8968,Port Harcourt,The Place,Burger & Fries,3,8754.27,Cash,45,Delivered,2024-01-05 11:30:00
6452,9146,Abeokuta,Dominos Pizza,Pizza (Large),1,4627.67,Card,68,Delivered,2024-01-05 11:31:00
6453,8776,Lagos,Coldstone,Yam & Egg Sauce,1,2584.12,Wallet,66,Delivered,2024-01-05 11:32:00
6454,9558,Port Harcourt,Dominos Pizza,Small Chops,3,13291.47,Wallet,66,Delivered,2024-01-05 11:33:00
6455,9719,Ibadan,Kilimanjaro,Fried Rice & Turkey,3,8724.92,Cash,67,Cancelled,2024-01-05 11:34:00
6456,5886,Ibadan,Chicken Republic,Jollof Rice & Chicken,2,4496.28,Transfer,37,Delivered,2024-01-05 11:35:00
6457,4935,Ibadan,Chopnownow,Burger & Fries,2,3732.44,Transfer,26,Pending,2024-01-05 11:36:00
6458,5619,Lagos,Kilimanjoro,Ice Cream,2,10495.76,Cash,44,Pending,2024-01-05 11:37:00
6459,6191,Abuja,Chopnownow,Efo Riro & Poundo,2,11591.99,Wallet,66,Delivered,2024-01-05 11:38:00
6460,7875,Lagos,Kilimanjaro,Yam & Egg Sauce,2,11467.61,Transfer,26,Delivered,2024-01-05 11:39:00
6461,8856,Ibadan,Chicken Republic,Pizza (Large),2,4218.78,Transfer,86,Delivered,2024-01-05 11:40:00
6462,6401,Enugu,The Place,Spaghetti Bolognese,3,8015.0,Transfer,52,Delivered,2024-01-05 11:41:00
6463,4022,Asaba,Chicken Republic,Jollof Rice & Chicken,1,14873.38,Wallet,34,Delivered,2024-01-05 11:42:00
6464,6738,Lagos,Sweet Sensation,Ice Cream,1,6467.13,Cash,35,Delivered,2024-01-05 11:43:00
